email_subject,email_open_user_count,sent_user_count,open_rate
Sweet Thursday Finds!,6190,37580,16.47
3 things to do on Saturday?,645,3918,16.46
Girls Love Solids!,135232,822053,16.45
Sleeveless Tees & vests for summer,230044,1398101,16.45
Cotton Silk sarees for the festive season,203328,1238553,16.42
Do you know what's hard to find?,1043,6354,16.41
Open this mail & get your gift🎁!,1910,11641,16.41
Unveiling the BIG SECRET..Stay Tuned!!!!!,363,2215,16.39
"Hey, your mystery offer awaits… ✨",83414,508909,16.39
"{user_first_name}, Printed Sarees at Min. 60% off!",224400,1369549,16.38
"Short day, long sleeves | Under 499!",90806,554866,16.37
"{user_first_name}, 200+ stunning embroidered sarees upto 80% off",197256,1205477,16.36
"{user_first_name}, Perfectly matched Kurta sets for you",212356,1298942,16.35
"{user_first_name}, Pretty Maxi Dresses For The Summer",47680,291884,16.34
Salman Khan Owns The Coolest Winter Wardrobe!,268003,1641239,16.33
What we choose to SHARE defines who we are,614,3767,16.3
Cold weather. Hot offers!,89908,551698,16.3
Who do you love the most?,11329,69578,16.28
Don't Miss These Solid Black Pieces | Free Shipping,55428,340525,16.28
Bestsellers at best prices | Free shipping,189904,1166914,16.27
6 types of t-shirts every man needs,239106,1470837,16.26
Shop 2 Tees Under 799!,1469,9037,16.26
Summer Breezy Maxi & Midi Dresses...,15712,96619,16.26
All things black | Free shipping,181831,1118934,16.25
Hi! Let's talk style: Tops at Flat 799!,2881,17727,16.25
Mark your entrance with these boho kurtas,113010,695844,16.24
Embroidered suits we love! All under 999,129589,798116,16.24
Must-have tees for the season + Free Shipping,210440,1296861,16.23
"7 Hr Power! The more you create, the luckier you get!",341,2102,16.22
"New month, New Beginings...",442,2727,16.21
👞Upto 60% off on Casual shoes,53924,332558,16.21
Retail therapy > everything!,5075,31309,16.21
Summer tees for a cool vibe Upto 60% Off,8725,53862,16.2
Mix & Match! Upto 80% Off,58306,360081,16.19
There's no 'we' in fries...,1386,8559,16.19
Do small things with great love!,633,3913,16.18
How do you beat the Monday Blues?,819,5061,16.18
July Style Steals! Start shopping | Free Shipping,184025,1138316,16.17
📩This Invitation Expires Today📩,107796,666596,16.17
It's a good day to SHARE!!!,2172,13437,16.16
It's a colour show! Shop tees,228676,1414743,16.16
Trending Block Print Kurtas from Jaipur,211142,1307449,16.15
THE BIG LAUNCH NOW UPTO 47% OFF!,73222,453358,16.15
Vicky Kaushal's Denim Are Worth Buying!,127774,791227,16.15
"{user_first_name}, 350+ Maxi Dresses Under 899!",21149,131022,16.14
Feeling too lazy?,622,3853,16.14
Min. 500 Off On Everything!,199234,1235531,16.13
We’re in Vogue! Everything Crayola Bright!,42491,263350,16.13
Click to win a MICHAEL KORS Watch,10144,62922,16.12
Shoes that make a statement!,168433,1045525,16.11
....,88807,551167,16.11
Do you know who inspires us?,9127,56689,16.1
Sexy blouses to go with your sarees,7181,44606,16.1
7 Hrs. 7 Stars 🌟 Get Promoted !,358,2224,16.1
"Check or Stripe , Choose your shirt under 999!",10346,64245,16.1
#TrendingNow: Raglan Tees For You! Check'em out,203890,1267388,16.09
Sarees every woman needs this season,122861,763951,16.08
"If not now, when?",11048,68766,16.07
You have the power to become a Top Influencer,474,2951,16.06
Style the popular Betis of Indian TV,9727,60553,16.06
Tees for summer flat 350,113318,705448,16.06
The Hottest Catalogue You Will See This Week,59024,367525,16.06
The complete workwear collection,35880,223458,16.06
Because you don't get lucky twice.....,8814,54930,16.05
🌻 All New Summer Florals,27728,172862,16.04
It's Wednesday! Feeling lucky again?,6363,39663,16.04
"Hi{user_first_name}, All About Tops 🌠 Pick Your Favourite Style!",59846,373809,16.01
Kurtas in all the shades of Summer,204911,1280801,16
Prettiest kurtas we are loving right now,137432,858737,16
"Black, white and everything right!!!",7811,48858,15.99
6 types of must-have Footwear! Check'em out!,355636,2224846,15.98
"When we say something, we mean it!!!",712,4458,15.97
Imagine. Create. Inspire,7365,46132,15.97
We believe that you're an emerging star! Do you?,9312,58339,15.96
Casual shirts in checks & stripes,11561,72549,15.94
How To Get 81% Off Today! Click On This,10160,63743,15.94
200+ Bestselling kurtas for you | Free Shipping,8711,54664,15.94
Monochrome Alert! Shop Black & white tees,176498,1108136,15.93
The Best Is Here 🔥 At Flat 899,14246,89495,15.92
This festive season comes with a big surprise🎁,458,2877,15.92
How do you show that you care?,1600,10055,15.91
Party wear collection | Kurta & sets,21998,138289,15.91
Rad Hot Alert: Shop Colour | Free Shipping,51153,321812,15.9
Little things like Sharing can make you happy:),337,2119,15.9
"{user_first_name}, Kurtas at Flat 70% off | Free Shipping",388517,2443020,15.9
All things office! shop work wear essentials,204458,1286790,15.89
Hot From The Rack!,97612,614523,15.88
Happy Birthday to the 'Bhaijaan' Salman,325,2049,15.86
Why Share looks?,443,2793,15.86
Kurtas everyone's obsessing over,301948,1903534,15.86
Bestselling sarees at best ever prices,138291,872467,15.85
You have a SUPERPOWER,684,4318,15.84
Multiply your happiness,778,4917,15.82
What do we do on Thursdays???,694,4387,15.82
The Best Is Here 🔥 At Flat 399,35496,224479,15.81
Your running buddies! Shop Joggers & Trackpants,218346,1380668,15.81
"{user_first_name}, Go white! Try it",233079,1475671,15.79
Fashion's Favourite Colour ✨ Powder Hues,46965,297413,15.79
Get. Set. GOLD,3615,22902,15.78
The Summer must-haves,118631,751790,15.78
Kyuki there's a little bit of filmy ish-tyle in all of us!,6307,39985,15.77
Polka Dot kurtas we're crushing on,592781,3758783,15.77
Gorgeous anarkali kurtas to twirl in,167952,1065114,15.77
"{user_first_name}, 4 ways to style your blue Kurta this summer",206011,1306377,15.77
Basic Solid Tees! Starting At 399!,14420,91476,15.76
Essential party shirts just for you!,219197,1391129,15.76
Kurtas With Drawstrings,92974,590474,15.75
The Hot Red!,42059,267134,15.74
You are a LEADER,10017,63634,15.74
4 Types Of Tops Every Girl Needs ✅ | Free Shipping,57190,363313,15.74
"Hi{user_first_name}, Sunday Feels! Shop Colour",31456,199923,15.73
"Hi{user_first_name}, Kurtas & sets for summer | Free Shipping",399391,2539342,15.73
Share from one heart to another,633,4026,15.72
How to get rid of your Monday Blues?,655,4167,15.72
Shirts in Solids for everyday! Upto 60% off,218290,1389448,15.71
What are weekends for?,687,4374,15.71
Kurtas for day and night!,249864,1591098,15.7
Tops that define your summer style! check'em out,47717,304059,15.69
Easy-to-wear Henley tees,229678,1463500,15.69
You have the power to be a FASHION ICON,777,4953,15.69
Arjun Kapoor's look is perfect for chilling all day,10961,69861,15.69
Just What Every Wardrobe Needs!,56667,361479,15.68
Spoil your Ma this Mother's Day! Because she's worth it!,2151,13715,15.68
Get Free Shipping If You Order NOW!,98980,631765,15.67
Feel royal in these exclusive patola sarees,130420,832488,15.67
Give us a Tuesday Treat,710,4532,15.67
Kurtas in all the shades of Summer | Free Shipping,212604,1357992,15.66
All Things Grey! Shop Now!,135728,866643,15.66
All Ruffled Up & Layered + Min. 40% Off,52195,333694,15.64
Most Loved T-Shirts On LimeRoad!,135573,866606,15.64
With a great HOUR comes great POWER,7471,47784,15.63
Get or regret...Create your own LUCK,6742,43142,15.63
What's The Hottest Must-Have?,57366,367200,15.62
It's ok to take a break but not to be gone for long!,4456,28536,15.62
Beat the HEAT with a nice COOL TREAT!!!!!!,10889,69697,15.62
Let's walk a mile!,141430,905871,15.61
The prettiest Florals: shop Kurtas | Free Shipping,187473,1200904,15.61
LAST CHANCE!,96677,619412,15.61
200+ Kurtas Handpicked For You!,147346,943805,15.61
Kurta trend that celebs are loving!,41160,263837,15.6
"{user_first_name}, Look sharp at work | Shop essentials",15456,99059,15.6
APRIL: Let there be more SHARING....,667,4276,15.6
Own The Jumpsuit! Check these pieces out!,39761,254912,15.6
"Bottom wear Essentials! Shop Jeans, trousers & more",203191,1303067,15.59
Too hot outside?,11127,71387,15.59
"Oversharing? Yes, Please!",632,4054,15.59
Lucky enough to get lucky 9 times?,8266,53058,15.58
Lingerie to keep you sexy inside,40145,257609,15.58
Happy Diwali from us to you 💕,155801,1000680,15.57
Flat 60% Off From Kazo | Free Shipping,3198,20558,15.56
WE MISS YOU:(,10489,67400,15.56
The best thing to do on Thursday?,780,5014,15.56
Shared joy is a double joy,637,4093,15.56
"The more you see, the more you share",779,5012,15.54
Sharing takes courage,597,3841,15.54
"Hi{user_first_name},Wear It ""Everywhere"" Dresses!",57688,371540,15.53
How creative are you?,6196,39891,15.53
Because you got to win....,605,3897,15.52
New comfy & cool Kurtas you'd love!,188472,1214206,15.52
What Your Drink Says About You!,125631,809526,15.52
Sharing all day? Yay!!!,651,4197,15.51
Let's Talk Style 🎁 Shop The Hottest Trend,56317,363249,15.5
You're in to win free couple movie tickets!,2300,14836,15.5
Business Casuals To Make You Look On Point!,98020,632219,15.5
Kurta Dresses For The Best-Dressed At Work,342389,2210883,15.49
This Just In: Shop Collection | Free Shipping,46659,301208,15.49
There's no shame in emotional sharing,590,3808,15.49
Durga Puja Special: Shop The Look,116848,754710,15.48
Shoes that you must own,440358,2844886,15.48
Under Pretty Skies In Pretty Dresses Under 699,10238,66117,15.48
Final Notice,90219,582626,15.48
50+ Black Kurtas Handpicked For You | FREE SHIPPING!,111178,718675,15.47
Winter is coming but it wont get cold!!!!,3500,22622,15.47
Bestselling watches at best ever prices,227351,1469279,15.47
Best deals of the day just for YOU!😎,96933,627285,15.45
Hello........Anybody home?,1114,7210,15.45
HOLI HAI - Your Holi Starter Kit!,91866,594879,15.44
This Summer's Hottest Styles,49415,320043,15.44
The key to more abundant living....,569,3687,15.43
Ways to our heart??,578,3748,15.42
Don't Go Broke! Shop & Get Min. 500 Off!,92817,601915,15.42
How lucky you are to get lucky 9 times!!!!,4107,26640,15.42
Make everyday a good day:),320,2077,15.41
Who's your favourite James Bond?,164037,1064810,15.41
Must have casual shirts for every man,215615,1400447,15.4
Festive Season has now begun!,226034,1467610,15.4
Independence Day Special! You’ve got 200 credits in your account,444826,2890063,15.39
Today's Deals | 24 Hours Left | Free shipping,214657,1394544,15.39
Buy 3 for 999: Trending kurtas for you,225893,1468892,15.38
Shahid Kapoor Presents Skult! Starting At 349,145635,946836,15.38
#TrendingNow - Denims Shoes | Free shipping,163021,1060061,15.38
You can't get unlucky 9 times!!!,7262,47262,15.37
Trend Alert Full Sleeve Tess!!,216006,1405216,15.37
"The harder you work, the luckier you get!!!",3267,21276,15.36
Daddies of Bollywood | Steal their style,211061,1374006,15.36
Mandarin Collar Shirts Under 699!,15473,100803,15.35
You'll Make It! If You Hurry! Shop Now!,88581,577341,15.34
Denims You Can Wear Every Single Day!,93420,608860,15.34
All NEW Dresses Just Dropped,10727,69928,15.34
Everything Hot & Stunning! Shop Tops & Dresses,38696,252238,15.34
Good looks are better when shared!!!!,649,4232,15.34
It's Friday again! SHARE THE LOVE!!!!,396,2583,15.33
"Must-have sneaker in red, white & black",523116,3412508,15.33
Must have casual shirts,350405,2285205,15.33
Money can't buy happiness.....,580,3783,15.33
Recipe for happiness?,558,3641,15.33
Light & Breezy kurtas under 499!,106755,696661,15.32
Top 20: Best New Picks!,54876,358489,15.31
Pink shirts for a dapper look | Free shipping,224103,1463920,15.31
Under 799: Casual shirts for everyday,152653,997003,15.31
Classic Tant Sarees To Own!,308844,2019164,15.3
In the spirit of Independence Day! Shop kurtas | 200 LR Credit! Dont miss,195766,1281525,15.28
Every hour. Every minute but not Every day,4329,28377,15.26
Flat 50% Off! Let's Shop!,43774,287089,15.25
"{user_first_name}, Chic kurtas under 999 | Free Shipping",15391,100920,15.25
Sunday Checklist!!SCRAPFLIX!!!!!,350,2296,15.24
What's your signature style?,763,5008,15.24
Looks are made to be loved and Shared,338,2218,15.24
Your☁️Dream🌈Jaipuri Kurtas On Sale!,99798,655501,15.22
It's Red Hot & Sexy! Shop Now,63250,415544,15.22
We're tempting you Sharer,629,4136,15.21
🌞 Tops Perfect For The Summer,26264,172870,15.19
"{user_first_name}, Trending kurtas upto 75% off | Free Shipping",198215,1304671,15.19
Be a stylist to the cute-mad Bollywood love-birds,4338,28558,15.19
Sarees are sexy! Upto 87% off!,209088,1377678,15.18
Give mom what she wants!,140013,923463,15.16
Keep some room in your heart for SHARING,1133,7472,15.16
Bestselling sports shoes | Free shipping,195656,1291694,15.15
"It's a Pyjama Party all day, every day",4692,30980,15.15
The classic Polos starting 399,201360,1330189,15.14
6 Type Of Tees To Own!,107308,708893,15.14
The hottest trend of the season is here | Free Shipping,54034,356778,15.14
Karishma Kapoor's closet essential?,3273,21635,15.13
It's Raining steals: 3 kurtas for 999 only,10512,69468,15.13
Create your own luck today,10700,70790,15.12
Outfits To Get You Going For Your Next Date!,93757,619936,15.12
Anushka's Pink Saree Look Can Be Yours,106413,703846,15.12
The Price store is live! Start shopping,442130,2932132,15.08
"Hi{user_first_name}, Kurtas so pretty! Flat 60% off | Free Shipping",204683,1357294,15.08
6 types of T-shirts under 499!,144895,961005,15.08
aaj mast din hai shopping ka,1583,10505,15.07
Tees by Gritstones upto 50% off,201533,1337448,15.07
Splash of colours & prints for this Monsoon!,127209,844829,15.06
"{user_first_name}, Comfy kurtas to wear all summer!",379969,2525129,15.05
"Don't just be good, Be Better!!!",396,2631,15.05
Casual shirts for everyday | Free Shipping,9258,61508,15.05
Timeless Trends Waiting in your cart!,107124,712172,15.04
We're most alive when we share...,508,3381,15.03
Shop Deepika Padukone's Wedding Looks,153717,1022800,15.03
You haven't heard of this before😱,862,5735,15.03
Let's Unlock The Season Surprise!🎁,114601,762989,15.02
"If you're a SHARER, you're a SUPERHERO",647,4307,15.02
Perfect Shoes For Summer Souls !,64614,430299,15.02
Steal ALIA BHATT'S Lohri Look,205952,1372421,15.01
Printed tees for summer - starting 499,18326,122113,15.01
Take us back to the 90's.......,3759,25048,15.01
FASHION HUNT BEGINS! Are you ready?,4185,27921,14.99
40+ Hot suits for winter weddings | Free Shipping!,70389,469543,14.99
Let's build a Relationship,640,4269,14.99
Click To Open The Surprise Sale!💞,96417,643664,14.98
"Hi{user_first_name}, Flat 50 % off on everything! Shop Now",184417,1232173,14.97
Rush Hour: Kurtas at Flat 333 | Till 12 AM.,69530,464389,14.97
Holiday Ready ! Printed T-Shirts Under 499,85821,573730,14.96
Did you SHARE what you created?,6456,43172,14.95
Its fall for all! Shop woollen Kurtas,21225,142005,14.95
Let's finish the unfinished.....,6628,44339,14.95
Embroidered suits we love! All under 1499,40527,271141,14.95
Bottomwear essentials for every man | Free Shipping,179657,1202269,14.94
Ready to conquer LimeRoad?,10633,71164,14.94
Tops that define your summer style,93458,625823,14.93
"Get Everything Blue! Shirts, Trousers & Everything!",95955,642898,14.93
Because you don't get lucky twice!,5892,39503,14.92
Cheers To Indian Handlooms! Chanderi Feels ✨,85640,574015,14.92
"{user_first_name}, Min. 800 Off! Don't Miss | Free Shipping",50711,339876,14.92
